instance_no,card,size,time
0,1,14,0.022
1,2,19,0.022
1,3,32,0.051
1,3,31,0.067
12,0,0,0.062
120,24,57,0.17
120,181,196,1.367
120,502,397,6.64
121,48,87,0.104
121,786,583,1.671
121,5672,2437,36.7
121,20214,6467,135.378
121,40249,10589,407.803
122,5,20,0.098
122,5,18,0.332
123,40,49,0.104
123,175,160,1.699
123,605,246,13.05
126,10,49,0.186
126,24,82,0.687
126,90,172,1.396
126,317,320,3.96
127,9,36,0.234
127,15,61,0.89
127,75,138,1.444
127,242,242,4.177
127,240,182,9.005
127,0,0,6.802
13,0,0,0.161
135,34,329,0.498
135,558,2362,3.793
135,5893,12240,29.992
135,45043,49676,195.012
135,265737,165869,1139.13
135,1260486,473047,5869.98
135,4945910,1184593,24953.6
135,16399330,2656403,87508.6
135,46731906,5407445,285279
136,2,8,0.007
136,5,17,0.011
137,2,6,0.006
137,5,14,0.011
137,2,8,0.015
137,4,12,0.009
138,0,0,0.016
139,0,0,0.017
140,0,0,0.045
141,0,0,0.044
142,0,0,0.365
143,0,0,0.367
154,2,17,0.156
154,10,52,0.229
154,20,94,0.989
154,33,164,1.822
154,54,297,3.132
154,118,587,5.868
154,237,1086,13.018
154,440,1907,26.473
154,856,3522,49.376
154,1586,6082,408.401
154,2745,9984,196.138
154,4392,14974,497.394
155,2,14,0.15
155,8,31,0.188
155,14,69,0.668
155,35,157,1.753
155,67,311,3.991
155,135,609,7.739
155,267,1149,15.545
155,493,2071,31.393
155,919,3657,61.452
155,1619,6213,282.798
155,2776,10135,208.815
156,0,0,0.265
157,3,17,0.297
157,8,52,0.546
157,20,114,1.411
157,47,277,3.425
157,88,511,8.062
157,177,970,15.92
157,335,1794,32.569
157,705,3476,66.728
168,1,4,0.013
168,2,7,0.01
168,4,13,0.018
168,8,22,0.055
168,3,12,0.091
168,6,15,0.037
168,0,0,0.05
169,1,4,0.015
169,2,8,0.012
169,4,13,0.029
169,8,23,0.053
169,3,12,0.071
169,6,19,0.043
169,0,0,0.054
170,2,8,0.021
170,4,13,0.033
170,6,19,0.113
170,14,44,0.215
170,19,64,0.261
170,32,90,0.337
170,33,101,0.688
170,31,99,0.664
170,32,99,0.449
171,1,5,0.02
171,4,17,0.017
171,6,24,0.063
171,11,42,0.099
171,14,54,0.284
171,16,61,0.362
171,20,65,0.511
171,28,91,0.334
171,26,87,0.563
171,29,92,0.423
171,26,92,0.411
171,27,82,0.385
172,1,6,0.032
172,2,12,0.024
172,2,12,0.047
172,3,18,0.047
172,4,17,0.077
172,11,44,0.092
172,18,66,0.404
172,24,89,0.585
172,39,147,1.266
172,62,222,1.094
172,86,288,1.688
172,115,365,2.795
172,117,379,10.383
173,2,7,0.029
173,1,6,0.045
173,0,0,0.022
174,8,36,0.12
174,38,121,0.588
174,143,424,2.787
174,473,1226,12.439
174,1526,3451,44.798
174,4361,8741,914.906
174,10966,19991,457.964
174,23254,38984,1627.07
174,41070,63524,3194.33
174,55294,80150,5877.98
175,11,41,0.125
175,114,269,0.875
175,877,1438,8.306
175,5429,6821,64.185
175,26394,27023,446.585
175,98479,85848,2366.97
175,263660,199712,11401.5
175,428344,295861,31250.6
176,1,7,0.048
176,4,18,0.044
176,8,45,0.119
176,17,87,0.353
176,29,139,0.801
176,62,246,1.36
176,96,399,3.377
176,181,662,4.878
176,272,941,12.009
177,1,7,0.062
177,1,7,0.05
177,0,0,0.039
178,1,8,0.089
178,4,21,0.067
178,6,25,0.249
178,9,48,0.365
178,18,79,0.545
178,28,138,1.061
178,48,227,1.908
178,88,419,3.298
178,159,672,15.551
178,314,1266,12.756
179,3,16,0.088
179,10,31,0.214
179,13,53,0.637
179,26,110,0.986
179,53,219,2.017
179,109,417,4.17
18,0,0,0.028
19,2,29,0.038
19,5,61,0.17
19,6,79,0.135
19,9,105,0.158
19,4,56,0.415
19,6,64,0.084
19,4,52,0.098
19,6,55,0.076
19,2,20,0.117
2,1,45,0.394
202,1,7,0.014
202,1,7,0.011
202,0,0,0.006
203,0,0,0.009
204,2,10,0.011
204,5,19,0.033
204,5,22,0.024
204,9,33,0.026
204,12,42,0.045
204,20,54,0.084
204,8,36,0.076
204,13,41,0.041
205,2,11,0.012
205,3,14,0.014
205,2,9,0.016
205,1,6,0.012
205,0,0,0.004
206,0,0,0.013
24,3,71,0.291
24,4,96,0.448
25,2,51,0.314
25,3,68,0.272
25,4,80,0.413
25,2,58,0.452
25,0,0,0.204
251,2,18,0.018
251,1,9,0.021
251,1,9,0.009
251,2,17,0.01
251,2,15,0.019
251,2,17,0.013
251,2,14,0.018
251,1,9,0.01
251,1,9,0.007
251,1,9,0.029
251,1,9,0.008
251,1,9,0.008
251,1,9,0.014
251,1,9,0.007
251,1,9,0.008
251,2,17,0.014
251,2,17,0.015
251,2,17,0.021
251,2,17,0.021
251,1,9,0.017
251,1,9,0.008
252,3,42,0.029
252,3,43,0.072
252,2,29,0.702
252,3,33,0.057
252,4,36,0.055
252,3,30,0.067
252,2,25,0.041
252,1,15,0.039
252,1,15,0.016
252,1,15,0.016
252,1,15,0.032
252,1,15,0.017
252,1,15,0.018
252,1,15,0.032
252,1,15,0.018
252,2,24,0.017
252,2,23,0.035
252,4,35,0.029
252,8,53,0.045
252,11,67,0.073
252,13,88,0.149
252,13,95,0.146
252,10,81,0.159
252,6,58,0.092
252,4,41,0.112
252,2,24,0.043
252,1,15,0.023
252,1,15,0.04
252,1,15,0.015
252,1,15,0.014
252,1,15,0.014
252,2,22,0.016
252,2,21,0.026
252,3,31,0.024
252,5,50,0.036
252,6,61,0.058
252,7,69,0.106
252,7,76,0.079
252,5,63,0.128
252,3,36,0.068
252,2,25,0.039
252,1,15,0.031
252,1,15,0.016
252,1,15,0.017
252,1,15,0.018
252,1,15,0.025
252,1,15,0.018
252,2,24,0.019
252,2,22,0.032
252,4,41,0.03
252,8,71,0.056
252,11,91,0.097
252,13,114,0.124
252,13,120,0.196
252,10,101,0.178
252,6,70,0.186
252,4,46,0.134
252,2,28,0.049
252,1,15,0.029
252,1,15,0.03
252,1,15,0.015
252,1,15,0.014
252,1,15,0.016
252,2,24,0.016
252,2,22,0.029
252,3,30,0.083
252,4,39,0.036
252,3,34,0.044
252,2,30,0.037
253,2,10,0.011
253,1,6,0.01
253,1,6,0.005
253,1,6,0.006
253,1,6,0.005
253,1,6,0.005
253,1,6,0.007
253,1,6,0.007
253,1,6,0.007
253,1,6,0.008
253,1,6,0.006
253,1,6,0.004
254,3,22,0.028
254,3,22,0.026
254,2,18,0.024
254,2,19,0.03
254,1,10,0.036
254,1,10,0.009
254,1,10,0.009
254,1,10,0.009
254,1,10,0.007
254,2,15,0.015
254,3,20,0.015
254,4,26,0.02
254,5,29,0.025
254,4,25,0.03
254,3,19,0.024
254,2,16,0.035
254,1,10,0.014
254,1,10,0.009
254,2,16,0.03
254,3,26,0.016
254,4,33,0.029
254,5,39,0.03
254,4,32,0.045
254,3,24,0.04
254,2,19,0.035
254,1,10,0.014
254,1,10,0.007
254,2,16,0.007
254,2,12,0.013
254,2,14,0.012
255,0,0,0.005
256,2,5,0.006
256,2,5,0.005
256,0,0,0.004
257,5,74,0.163
257,10,120,0.358
257,12,151,0.527
257,13,163,0.626
257,14,177,0.709
257,12,168,0.79
257,8,121,0.733
257,5,82,0.474
257,4,63,0.295
257,4,57,0.212
257,4,61,0.187
257,4,63,0.218
257,5,75,0.241
257,7,89,0.296
257,10,122,0.343
257,18,192,0.558
257,30,261,0.969
257,38,297,1.321
257,37,284,1.564
257,28,232,1.316
257,16,156,1.014
257,7,79,0.614
257,3,55,0.385
257,2,40,0.185
257,2,39,0.152
257,2,44,0.147
257,3,49,0.167
257,4,66,0.196
257,5,79,0.309
257,8,112,0.371
257,11,152,0.571
257,13,182,0.82
257,13,185,0.995
257,10,156,1.334
257,6,98,1.772
257,3,60,0.469
257,2,38,0.254
257,2,35,0.19
257,2,40,0.131
257,2,45,0.152
257,3,49,0.174
257,4,57,0.194
257,6,82,0.241
257,12,135,0.377
257,21,211,0.605
257,36,310,0.958
257,60,450,1.532
257,84,605,2.408
257,94,718,3.349
257,85,705,3.805
257,62,559,3.603
257,38,397,2.734
257,22,267,1.887
257,15,212,10.783
257,14,194,0.964
257,17,234,0.831
257,22,302,0.987
257,29,380,1.293
257,37,444,1.712
257,40,473,2.139
257,37,460,2.782
257,29,396,6.605
257,19,285,1.892
257,12,205,1.311
257,7,129,0.954
257,4,74,0.615
257,2,45,0.32
257,1,26,0.182
257,1,26,0.094
257,1,26,0.09
257,1,26,0.092
257,1,26,0.092
257,2,39,0.084
257,2,39,0.17
257,4,59,0.163
257,8,85,0.246
257,12,119,0.354
257,18,190,0.551
257,25,253,1.008
257,30,289,1.498
257,32,303,1.762
257,30,295,1.847
257,23,238,1.706
257,15,183,149.086
257,9,128,1.103
257,6,95,0.652
257,6,103,0.466
257,7,107,0.617
257,9,141,0.581
257,12,164,0.772
257,14,186,0.975
257,14,184,1.066
257,13,180,1.061
257,11,166,1.039
257,9,149,0.894
257,8,145,0.812
257,6,110,0.737
257,4,75,0.548
257,2,46,1.501
257,1,26,0.198
257,1,26,0.105
257,1,26,0.098
257,1,26,0.096
257,1,26,0.097
257,2,40,0.088
257,2,40,0.18
257,4,61,0.17
257,8,97,0.273
257,13,168,0.413
257,23,300,0.769
257,40,470,1.454
257,66,740,2.499
257,110,1116,4.09
257,174,1567,6.425
257,241,2017,9.503
257,285,2313,12.558
257,285,2300,14.816
257,239,2006,14.3
257,170,1546,12.19
257,110,1117,8.996
257,75,877,15.584
257,66,837,5.08
257,73,923,4.951
257,86,1078,5.435
257,103,1258,6.709
257,121,1446,7.79
257,133,1560,9.04
257,135,1558,44.511
257,125,1466,28.346
257,102,1236,9.252
257,74,917,40.822
257,49,658,5.059
257,29,420,7.995
257,17,241,2.071
257,11,159,1.203
257,9,131,0.793
257,10,149,0.678
257,12,175,0.813
257,16,212,0.976
257,26,281,1.237
257,44,418,1.7
257,69,604,2.481
257,102,839,3.419
257,131,1042,4.733
257,143,1161,5.672
257,137,1180,6.04
257,116,1059,5.982
257,89,858,5.409
257,67,675,4.38
257,52,551,3.553
257,41,458,3.003
257,35,445,2.432
257,34,452,2.251
257,39,498,2.422
257,48,587,2.52
257,54,611,21.37
257,55,606,3.245
257,50,562,2.9
257,39,468,2.585
257,27,342,2.2
257,18,251,1.54
257,12,182,1.13
257,9,148,3.11
257,8,143,1.237
257,6,108,0.649
257,4,74,0.463
257,2,46,0.292
257,1,26,0.166
257,1,26,0.086
257,1,26,0.085
257,1,26,0.092
257,1,26,0.087
257,2,39,0.079
257,2,39,0.166
257,4,61,0.157
257,8,95,0.26
257,13,165,0.387
257,23,287,0.697
257,39,404,1.284
257,59,527,2.025
257,85,644,2.795
257,116,754,3.571
257,143,857,4.296
257,157,954,4.968
257,151,974,5.54
257,125,910,5.502
257,90,753,4.875
257,61,606,3.858
257,45,502,2.919
257,43,530,2.404
257,49,583,2.459
257,56,627,4.969
257,64,674,3.102
257,71,717,3.202
257,74,703,3.403
257,73,705,3.54
257,66,680,3.632
257,53,606,3.458
257,38,478,2.981
257,25,372,2.323
257,15,257,1.65
257,9,152,1.062
257,6,105,1.675
257,5,92,0.422
257,6,95,0.355
257,7,105,0.401
257,10,143,0.432
257,17,186,0.612
257,28,245,0.898
257,43,331,1.299
257,61,448,1.752
257,74,532,2.365
257,77,580,2.748
257,72,609,2.892
257,62,587,3.01
257,52,536,2.886
257,45,478,2.669
257,39,430,2.434
257,32,371,2.19
257,26,340,1.853
257,23,313,1.607
257,25,316,1.418
257,29,359,1.521
257,31,353,1.587
257,31,368,1.593
257,28,356,1.618
257,23,309,1.594
257,18,261,1.401
257,14,219,1.228
257,11,176,1.056
257,9,157,0.864
257,8,154,0.78
257,6,117,0.724
257,4,80,0.532
257,2,48,0.345
257,1,26,0.193
257,1,26,0.103
257,1,26,0.098
257,1,26,0.1
257,1,26,0.099
257,2,41,0.088
257,2,41,0.204
257,4,65,0.181
257,8,104,0.29
257,13,178,0.435
257,23,314,0.798
257,40,483,1.465
257,66,764,2.487
257,110,1205,4.064
257,174,1788,6.739
257,241,2394,10.213
257,285,2770,13.867
257,285,2719,16.342
257,239,2323,25.344
257,170,1761,13.788
257,110,1265,10.231
257,75,986,7.094
257,66,957,5.472
257,73,1049,5.396
257,86,1210,5.836
257,103,1427,6.877
257,121,1666,8.259
257,133,1822,10.252
257,135,1819,10.65
257,125,1665,10.971
257,102,1391,10.409
257,74,1033,12.577
257,49,729,6.01
257,29,460,4.143
257,17,265,2.55
257,11,182,1.462
257,9,147,0.987
257,10,168,0.8
257,12,193,0.923
257,16,248,1.085
257,26,341,1.392
257,44,504,1.892
257,69,727,2.716
257,102,1019,3.829
257,131,1285,5.342
257,143,1434,6.489
257,137,1425,7.127
257,116,1244,7.054
257,89,987,6.243
257,67,760,4.929
257,52,608,3.868
257,41,508,3.193
257,35,496,2.634
257,34,509,2.473
257,39,569,2.517
257,48,669,2.788
257,54,719,3.311
257,55,720,3.523
257,50,644,3.555
257,39,520,3.139
257,27,372,2.435
257,18,265,1.803
257,12,187,1.283
257,9,151,0.922
257,8,146,0.787
257,6,112,0.715
257,4,76,0.537
257,2,47,0.344
257,1,26,0.192
257,1,26,0.103
257,1,26,0.099
257,1,26,0.104
257,1,26,0.097
257,2,41,0.087
257,2,41,0.191
257,4,61,0.174
257,8,95,0.278
257,13,166,0.42
257,23,289,0.759
257,39,393,1.396
257,58,500,2.072
257,78,598,2.823
257,91,651,3.373
257,86,635,3.54
257,65,531,77.277
257,41,390,2.934
257,24,275,1.776
257,17,232,1.186
257,17,234,0.993
257,20,284,1.058
257,26,359,1.386
257,33,434,1.77
257,37,465,2.09
257,39,456,2.184
257,38,424,2.089
257,32,375,1.982
257,25,299,1.6
257,18,248,1.331
257,11,169,1.084
257,6,100,0.721
257,3,60,0.393
257,2,35,2.424
257,2,39,0.158
257,2,37,0.15
257,2,34,0.139
257,3,53,0.141
257,4,62,0.221
257,6,76,0.275
257,12,108,0.371
257,20,160,0.524
257,29,236,0.812
257,37,298,1.196
257,37,313,1.535
257,28,264,1.498
257,17,187,1.143
257,9,115,0.73
257,5,74,0.414
257,4,61,0.267
257,4,54,0.208
257,5,69,0.213
257,7,100,0.309
257,9,131,0.414
257,12,142,0.535
257,14,151,0.643
258,6,108,0.414
258,15,201,1.205
258,22,267,1.505
258,25,281,1.861
258,27,272,1.895
258,26,287,1.708
258,20,272,1.686
258,13,202,1.387
258,9,164,0.914
258,8,167,0.788
258,8,156,0.774
258,8,143,0.759
258,9,176,0.783
258,12,242,0.947
258,17,317,1.312
258,28,400,1.632
258,48,506,2.247
258,68,652,9.845
258,75,750,4.236
258,65,735,7.146
258,44,562,4.069
258,23,353,2.584
258,10,203,1.4
258,5,120,0.98
258,4,80,0.409
258,4,86,0.342
258,5,116,0.367
258,7,130,0.507
258,9,130,0.587
258,13,144,0.634
258,19,172,0.903
258,24,211,1.148
258,26,249,1.385
258,23,260,1.468
258,16,209,1.318
258,9,143,0.94
258,5,106,0.566
258,4,94,0.365
258,4,83,0.303
258,4,85,0.295
258,5,116,0.297
258,7,153,0.387
258,10,202,0.603
258,18,245,0.894
258,33,353,1.308
258,57,549,2.091
258,96,819,3.37
258,144,1130,6.526
258,178,1374,7.562
258,179,1463,9.167
258,147,1374,9.41
258,100,1104,45.302
258,60,782,6.578
258,37,526,4.146
258,29,397,2.695
258,31,389,2.257
258,39,441,2.372
258,51,525,2.793
258,66,588,3.511
258,77,623,3.98
258,77,634,4.025
258,66,595,3.82
258,48,486,3.324
258,31,369,2.567
258,19,266,1.845
258,11,181,1.184
258,6,108,0.748
258,3,68,0.425
258,2,59,0.231
258,2,55,0.178
258,2,50,0.173
258,2,58,0.17
258,3,81,0.189
258,4,111,0.293
258,6,134,0.42
258,12,180,0.608
258,20,271,1.014
258,30,405,1.629
258,43,535,2.588
258,55,671,3.487
258,62,743,4.499
258,62,763,4.747
258,53,728,25.385
258,38,604,5.547
258,24,430,3.242
258,15,296,2.06
258,12,246,1.392
258,13,234,1.263
258,16,255,1.28
258,21,306,1.477
258,26,351,1.858
258,28,362,2.069
258,27,353,2.087
258,24,321,2.026
258,20,265,1.787
258,17,228,1.46
258,14,202,1.214
258,10,168,0.971
258,6,112,0.741
258,3,69,0.457
258,2,59,0.246
258,2,55,0.187
258,2,51,0.182
258,2,58,0.178
258,3,81,0.188
258,4,111,0.293
258,6,135,0.421
258,12,174,0.591
258,21,275,0.902
258,36,470,1.389
258,63,786,2.457
258,106,1211,4.425
258,175,1731,7.599
258,276,2362,12.609
258,383,3031,18.444
258,445,3521,23.57
258,427,3614,27.875
258,340,3255,27.774
258,231,2633,24.212
258,147,2018,18.784
258,104,1474,14.141
258,96,1218,9.905
258,110,1300,8.678
258,133,1530,9.327
258,159,1687,206.473
258,185,1766,12.825
258,202,1815,13.543
258,201,1839,14.866
258,181,1770,13.497
258,145,1571,12.763
258,103,1276,11.085
258,66,951,9.02
258,38,638,5.745
258,22,418,3.601
258,15,311,2.36
258,13,258,1.611
258,14,266,1.399
258,17,341,1.495
258,23,465,1.874
258,36,617,2.615
258,62,851,3.77
258,101,1199,5.621
258,151,1690,655.537
258,197,2164,13.236
258,217,2438,15.858
258,202,2403,17.563
258,161,2089,17.007
258,115,1689,14.217
258,81,1285,11.024
258,61,1011,8.358
258,49,840,6.245
258,44,800,5.194
258,46,792,4.84
258,55,848,4.84
258,69,939,5.518
258,80,1036,6.461
258,81,1080,6.878
258,70,1004,6.87
258,51,780,6.352
258,32,529,4.549
258,19,339,2.953
258,12,199,1.87
258,9,148,1.152
258,8,129,0.816
258,6,108,0.634
258,4,81,0.51
258,2,50,0.336
258,1,32,0.178
258,1,32,0.106
258,1,32,0.129
258,1,32,0.12
258,1,32,0.105
258,2,57,0.121
258,2,62,0.239
258,4,84,0.27
258,8,118,0.433
258,13,197,0.662
258,23,342,1.092
258,39,514,1.882
258,59,705,2.951
258,85,951,4.321
258,116,1225,6.023
258,143,1490,7.835
258,157,1662,9.737
258,151,1638,10.956
258,125,1446,10.679
258,90,1122,9.298
258,61,876,7.228
258,45,664,5.505
258,43,625,4.057
258,49,632,3.974
258,56,679,4.078
258,64,717,4.479
258,71,756,4.916
258,74,753,5.061
258,73,744,5.004
258,66,701,4.775
258,53,621,5.578
258,38,494,3.825
258,25,384,3.129
258,15,276,1.996
258,9,190,1.335
258,6,138,0.855
258,5,131,0.599
258,6,133,0.548
258,7,174,0.636
258,10,223,0.831
258,17,296,1.12
258,28,418,1.635
258,43,591,2.523
258,61,765,3.859
258,74,952,5.093
258,77,1004,6.414
258,72,973,6.771
258,62,891,6.52
258,52,779,5.834
258,45,687,5.06
258,39,648,4.326
258,32,589,3.974
258,26,525,3.508
258,23,432,2.999
258,25,423,2.536
258,29,430,2.689
258,31,448,2.815
258,31,460,2.869
258,28,437,2.9
258,23,378,2.657
258,18,309,2.478
258,14,251,1.747
258,11,192,1.344
258,9,164,1.044
258,8,143,0.864
258,6,120,0.72
258,4,88,0.551
258,2,52,0.359
258,1,32,0.188
258,1,32,0.105
258,1,32,0.121
258,1,32,0.116
258,1,32,0.115
258,2,59,0.125
258,2,63,0.248
258,4,87,0.275
258,8,123,0.445
258,13,202,0.669
258,23,365,1.087
258,40,601,1.978
258,66,940,3.469
258,112,1441,5.823
258,192,2224,11.948
258,323,3363,15.986
258,529,4891,25.144
258,813,6805,41.705
258,1119,8849,55.512
258,1342,10563,73.677
258,1386,11387,87.598
258,1227,10886,93.607
258,940,9260,88.883
258,649,7206,73.025
258,448,5491,56.473
258,363,4456,41.419
258,369,4252,33.962
258,427,4576,33.683
258,511,5152,36.545
258,599,5633,41.772
258,662,5908,46.062
258,676,5910,58.682
258,631,5646,48.147
258,533,5107,44.898
258,405,4240,39.317
258,279,3254,31.228
258,177,2393,22.667
258,108,1699,15.135
258,72,1241,10.065
258,60,1088,7.131
258,68,1182,6.146
258,92,1501,9.308
258,131,2036,10.419
258,194,2728,13.14
258,283,3545,18.658
258,393,4463,25.538
258,519,5398,33.862
258,642,6388,42.003
258,723,7165,50.288
258,737,7411,55.998
258,682,7136,57.876
258,575,6409,54.932
258,453,5451,48.129
258,348,4447,40.087
258,273,3712,31.951
258,230,3312,26.231
258,216,3165,23.176
258,227,3165,22.856
258,256,3347,22.326
258,285,3493,23.79
258,297,3540,25.015
258,284,3411,25.32
258,244,2999,28.38
258,189,2388,20.829
258,138,1768,15.976
258,100,1268,11.439
258,74,929,8.021
258,56,726,5.725
258,41,559,4.154
258,27,420,2.982
258,17,307,2.138
258,11,224,1.512
258,9,180,1.09
258,10,200,0.855
258,12,255,0.989
258,16,319,1.232
258,26,413,1.668
258,45,607,2.405
258,77,922,3.701
258,135,1450,5.924
258,224,2196,9.467
258,344,3156,14.86
258,487,4207,21.968
258,618,5122,30.142
258,692,5724,37.645
258,688,5885,42.422
258,615,5557,43.251
258,506,4952,39.805
258,403,4276,34.545
258,328,3657,29.693
258,283,3259,64.181
258,266,3044,22.602
258,273,3033,21.373
258,296,3021,21.765
258,325,3088,21.534
258,342,3039,22.417
258,336,2881,351.012
258,311,2683,24.256
258,270,2426,19.649
258,220,2071,16.79
258,171,1709,13.774
258,126,1375,10.824
258,88,1083,8.201
258,60,805,6.248
258,42,631,4.551
258,32,532,3.25
258,29,510,2.7
258,32,568,2.613
258,45,714,3.496
258,73,943,3.994
258,116,1328,5.905
258,175,1808,8.858
258,238,2323,12.467
258,282,2750,16.153
258,293,2903,339.065
258,271,2783,21.19
258,224,2529,19.119
258,171,2083,18.945
258,129,1674,14.177
258,102,1411,11.407
258,90,1258,9.08
258,90,1228,8.2
258,97,1296,7.99
258,107,1352,14.202
258,115,1363,9.039
258,116,1292,8.97
258,109,1231,8.418
258,92,1085,7.785
258,69,866,6.589
258,49,650,5.32
258,34,486,3.97
258,24,362,2.88
258,18,278,12.794
258,14,225,1.657
258,11,174,1.283
258,9,150,1
258,8,131,0.798
258,6,110,0.641
258,4,82,0.514
258,2,50,0.351
258,1,32,0.177
258,1,32,0.112
258,1,32,0.141
258,1,32,0.122
258,1,32,0.115
258,2,57,0.126
258,2,62,0.259
258,4,84,0.288
258,8,118,0.471
258,13,197,0.695
258,23,359,1.107
258,40,587,1.943
258,66,902,3.38
258,111,1323,5.608
258,183,1864,8.85
258,282,2534,13.37
258,407,3307,19.106
258,549,4155,25.662
258,679,5031,37.557
258,756,5760,39.573
258,748,6064,43.901
258,651,5731,49.559
258,503,4943,41.447
258,361,3974,34.864
258,267,3179,28.108
258,233,2687,22.811
258,245,2591,19.72
258,280,2706,19.709
258,323,2920,20.98
258,362,3075,22.656
258,382,3176,24.438
258,375,3179,25.066
258,340,3039,2504.61
258,281,2731,23.173
258,211,2266,19.159
258,145,1740,15.13
258,93,1285,10.907
258,59,945,7.618
258,42,745,5.256
258,38,717,4.102
258,47,824,3.99
258,68,1051,4.82
258,100,1431,6.505
258,148,1925,9.144
258,207,2475,12.685
258,268,3033,16.902
258,328,3544,21.069
258,379,4020,25.023
258,406,4357,28.311
258,402,4352,30.785
258,367,4088,30.426
258,308,3608,28.237
258,244,3081,24.809
258,191,2560,20.661
258,156,2214,16.772
258,139,1971,14.514
258,135,1855,13.034
258,141,1780,14.571
258,153,1810,12.36
258,162,1844,12.787
258,162,1852,17.502
258,151,1762,12.548
258,128,1526,11.467
258,99,1198,9.751
258,73,877,7.592
258,53,634,5.548
258,39,476,3.915
258,29,378,2.792
258,21,288,2.057
258,14,229,1.439
258,9,173,1.083
258,6,124,0.763
258,5,113,0.528
258,6,129,0.476
258,7,164,0.606
258,10,214,0.758
258,17,286,1.014
258,29,420,1.451
258,50,634,2.201
258,87,946,3.481
258,141,1342,5.399
258,211,1740,8.043
258,289,2093,10.939
258,352,2392,13.891
258,379,2573,16.512
258,368,2652,18.028
258,332,2682,18.183
258,290,2658,18.071
258,256,2593,17.294
258,229,2441,16.544
258,205,2244,17.72
258,186,1973,14.676
258,177,1777,13.118
258,180,1637,34.76
258,190,1608,11.319
258,195,1550,10.969
258,190,1515,10.665
258,177,1472,10.73
258,157,1401,10.184
258,134,1258,9.403
258,111,1113,8.331
258,88,958,6.808
258,66,804,7.965
258,47,621,4.659
258,33,499,3.515
258,24,407,2.526
258,20,360,2.286
258,21,370,1.806
258,30,457,1.867
258,48,584,2.413
258,74,796,3.438
258,108,1043,5.017
258,140,1321,6.826
258,159,1524,8.542
258,162,1588,9.852
258,152,1585,10.264
258,133,1528,10.052
258,112,1373,9.776
258,94,1245,8.805
258,80,1136,7.939
258,72,1040,7.123
258,70,969,6.576
258,72,952,7.224
258,74,918,6.134
258,73,861,5.996
258,69,772,5.612
258,63,733,4.971
258,54,652,4.591
258,44,570,3.984
258,36,493,3.475
258,29,422,3.122
258,23,358,2.524
258,18,294,2.069
258,14,236,1.643
258,11,183,1.271
258,9,157,0.979
258,8,137,0.807
258,6,115,0.645
258,4,85,0.504
258,2,51,0.34
258,1,32,0.174
258,1,32,0.1
258,1,32,0.119
258,1,32,0.118
258,1,32,0.112
258,2,59,0.125
258,2,63,0.245
258,4,87,0.277
258,8,125,0.451
258,13,206,0.696
258,23,368,1.093
258,40,602,1.987
258,66,943,3.505
258,112,1454,5.701
258,192,2288,13.839
258,323,3585,103.666
258,529,5444,24.385
258,813,7866,38.121
258,1119,10468,57.611
258,1342,12514,77.914
258,1386,13275,95.925
258,1227,12431,102.945
258,940,10375,106.451
258,649,7914,80.336
258,448,5930,77.855
258,363,4820,44.253
258,369,4675,35.387
258,427,5056,35.038
258,511,5668,38.826
258,599,6179,44.596
258,662,6450,48.919
258,676,6390,51.323
258,631,6026,50.566
258,533,5406,47.012
258,405,4494,40.801
258,279,3456,41.57
258,177,2530,23.193
258,108,1814,15.336
258,72,1346,10.065
258,60,1194,7.034
258,68,1301,6.208
258,92,1643,7.066
258,131,2225,9.315
258,194,3000,13.117
258,283,3947,18.68
258,393,5063,25.902
258,519,6269,34.903
258,642,7538,44.842
258,723,8497,54.699
258,737,8749,62.318
258,682,8316,65.083
258,575,7329,61.641
258,453,6134,690.703
258,348,4970,45.265
258,273,4128,34.902
258,230,3623,28.577
258,216,3446,24.724
258,227,3448,23.408
258,256,3661,23.656
258,285,3834,25.86
258,297,3872,27.207
258,284,3698,27.695
258,244,3254,25.95
258,189,2586,22.164
258,138,1908,17.205
258,100,1395,12.214
258,74,1032,8.468
258,56,800,5.932
258,41,608,4.38
258,27,460,3.21
258,17,333,2.265
258,11,244,1.599
258,9,208,1.135
258,10,227,0.941
258,12,277,1.09
258,16,354,1.344
258,26,465,1.827
258,45,681,2.634
258,77,1030,4.09
258,135,1620,6.516
258,224,2476,10.39
258,344,3580,15.935
258,487,4825,23.494
258,618,5983,32.23
258,692,6751,40.915
258,688,6915,47.116
258,615,6459,48.77
258,506,5629,45.108
258,403,4747,38.77
258,328,4019,32.568
258,283,3600,27.965
258,266,3437,24.775
258,273,3485,23.761
258,296,3490,24.849
258,325,3542,23.751
258,342,3445,24.817
258,336,3219,24.221
258,311,2932,22.943
258,270,2604,20.809
258,220,2209,18.066
258,171,1813,14.75
258,126,1441,11.609
258,88,1125,8.858
258,60,835,6.564
258,42,663,4.64
258,32,568,3.356
258,29,557,2.771
258,32,637,40.607
258,45,820,3.364
258,73,1085,4.332
258,116,1530,6.292
258,175,2114,9.564
258,238,2754,13.688
258,282,3255,18.266
258,293,3418,21.883
258,271,3217,23.192
258,224,2816,21.889
258,171,2259,19.216
258,129,1785,15.323
258,102,1488,12.017
258,90,1337,9.841
258,90,1322,8.799
258,97,1392,8.578
258,107,1444,9.126
258,115,1469,9.516
258,116,1400,9.638
258,109,1306,9.117
258,92,1122,8.234
258,69,884,6.95
