rsol,17433157278,1654364
r,6,75,0.121
r,15,142,0.351
r,21,200,0.677
r,20,219,0.864
r,16,202,0.891
r,12,162,0.825
r,9,114,0.591
r,8,93,0.414
r,8,94,0.393
r,9,104,0.39
r,13,139,0.461
r,19,189,0.706
r,24,239,1.019
r,26,277,1.211
r,23,264,3.4
r,16,191,1.219
r,9,118,0.829
r,5,81,0.428
r,5,85,0.237
r,8,106,0.265
r,13,154,0.355
r,21,251,0.86
r,30,344,1.035
r,36,384,1.445
r,38,413,3.55
r,36,424,1.696
r,30,385,1.835
r,24,324,1.423
r,22,271,1.146
r,23,253,1.217
r,25,265,0.989
r,26,292,1.124
r,24,302,1.256
r,20,283,1.244
r,18,265,1.166
r,20,258,1.03
r,27,296,1.077
r,38,367,1.338
r,49,451,1.712
r,56,524,2.094
r,59,592,2.715
r,56,619,2.621
r,49,583,2.58
r,43,532,2.298
r,41,483,2.099
r,41,440,1.855
r,44,435,1.682
r,49,478,1.749
r,52,511,10.544
r,51,508,2.06
r,47,472,1.933
r,41,422,1.806
r,35,395,1.605
r,34,410,1.46
r,41,463,146.122
r,55,554,2.231
r,74,692,2.569
r,95,856,4.785
r,112,989,4.061
r,122,1064,6.903
r,124,1105,5.301
r,118,1108,6.206
r,107,1081,5.191
r,98,1017,4.818
r,94,984,4.62
r,96,984,4.29
r,103,1011,4.335
r,111,1068,4.71
r,115,1143,5.096
r,116,1187,5.577
r,118,1221,14.032
r,121,1243,6.172
r,124,1262,15.116
r,128,1259,6.602
r,131,1256,6.602
r,131,1244,7.516
r,133,1249,6.384
r,141,1330,6.338
r,153,1449,6.616
r,166,1571,7.092
r,178,1685,7.693
r,183,1766,8.633
r,178,1744,8.981
r,166,1655,24.777
r,153,1551,8.364
r,141,1441,7.378
r,133,1341,6.62
r,132,1305,7.18
r,136,1322,8.006
r,140,1350,6.164
r,144,1365,9.998
r,148,1392,7.125
r,148,1376,6.643
r,144,1341,7.183
r,140,1303,11.027
r,136,1279,6.883
r,132,1247,6.634
r,132,1220,6.706
r,136,1236,6.702
r,138,1238,6.791
r,135,1203,6.746
r,128,1170,6.715
r,118,1124,6.973
r,107,1067,6.228
r,100,1010,10.133
r,98,948,5.622
r,96,892,5.27
r,91,880,5.918
r,86,892,4.833
r,82,878,4.756
r,78,841,4.489
r,77,804,4.283
r,80,794,4.411
r,81,806,4.236
r,77,783,4.344
r,71,711,12.845
r,63,617,3.796
r,52,519,3.208
r,42,434,2.628
r,36,384,2.188
r,32,349,1.833
r,29,301,1.62
r,29,284,1.393
r,31,300,1.34
r,31,304,1.434
r,28,266,1.417
r,24,228,1.234
r,19,196,1.049
r,13,160,0.878
r,10,132,2.777
r,12,138,0.571
r,15,156,0.562
iv,5.245208740234375e-06,249054404608
iv,5.7220458984375e-06,249054404608
iv,3.814697265625e-06,249054404608
iv,4.0531158447265625e-06,249054404608
iv,4.0531158447265625e-06,249054404608
iv,4.5299530029296875e-06,249054404608
iv,4.76837158203125e-06,249054404608
iv,5.0067901611328125e-06,249054404608
iv,5.7220458984375e-06,249054404608
iv,5.9604644775390625e-06,249054404608
iv,5.9604644775390625e-06,249054404608
iv,7.152557373046875e-06,249054404608
iv,7.62939453125e-06,249054404608
iv,7.62939453125e-06,249054404608
iv,8.106231689453125e-06,249054404608
iv,7.867813110351562e-06,249054404608
iv,8.344650268554688e-06,249054404608
iv,8.344650268554688e-06,249054404608
iv,9.059906005859375e-06,249054404608
iv,9.059906005859375e-06,249054404608
iv,9.5367431640625e-06,249054404608
iv,1.0967254638671875e-05,249054404608
iv,1.1444091796875e-05,249054404608
iv,1.1682510375976562e-05,249054404608
iv,1.1920928955078125e-05,249054404608
iv,1.2159347534179688e-05,249054404608
iv,1.239776611328125e-05,249054404608
iv,1.2636184692382812e-05,249054404608
iv,1.2874603271484375e-05,249054404608
iv,1.33514404296875e-05,249054404608
iv,1.3828277587890625e-05,249054404608
iv,1.3828277587890625e-05,249054404608
iv,1.4543533325195312e-05,249054404608
iv,1.4781951904296875e-05,249054404608
iv,1.4781951904296875e-05,249054404608
iv,1.52587890625e-05,249054404608
iv,1.52587890625e-05,249054404608
iv,1.621246337890625e-05,249054404608
iv,2.002716064453125e-05,249054404608
iv,1.5735626220703125e-05,249054404608
iv,1.6927719116210938e-05,249054404608
