step,size,zdd,time
0,IS,68.58648777008057,2022benchmark-main/benchmark/color04/3-FullIns_3.col,2022benchmark-main/benchmark/color04/3-FullIns_3_01.dat
1,3,69,0.267
2,4,89,0.509
3
4,Perfect!
