step,size,zdd,time
0,IS,0.00011277198791503906,2022benchmark-main/benchmark/color04/myciel3.col,2022benchmark-main/benchmark/color04/myciel3_02.dat
1,2,8,0.042
2,5,16,0.03
3,2,7,0.039
4,4,10,0.03
5
6,Perfect!
