step,size,zdd,time
0,IS,171.11066007614136,2022benchmark-main/benchmark/color04/miles750.col,2022benchmark-main/benchmark/color04/miles750_02.dat
1,9,40,0.181
2,15,53,0.57
3,75,103,0.74
4,242,165,1.673
5,240,85,3.385
6,0,0,2.292
7
8,Perfect!
