iv,1.239776611328125e-05,249106792448
iv,7.152557373046875e-06,249106792448
iv,4.0531158447265625e-06,249106792448
iv,4.0531158447265625e-06,249106792448
iv,4.0531158447265625e-06,249106792448
iv,4.76837158203125e-06,249106792448
iv,4.76837158203125e-06,249106792448
iv,5.4836273193359375e-06,249106792448
iv,5.4836273193359375e-06,249106792448
iv,5.7220458984375e-06,249106792448
iv,6.198883056640625e-06,249106792448
iv,7.152557373046875e-06,249106792448
iv,7.867813110351562e-06,249106792448
iv,8.106231689453125e-06,249106792448
iv,8.106231689453125e-06,249106792448
iv,8.344650268554688e-06,249106792448
iv,8.58306884765625e-06,249106792448
iv,9.059906005859375e-06,249106792448
iv,9.059906005859375e-06,249106792448
iv,9.775161743164062e-06,249106792448
iv,1.0013580322265625e-05,249106792448
iv,1.2636184692382812e-05,249106792448
iv,1.1920928955078125e-05,249106792448
iv,1.2159347534179688e-05,249106792448
iv,1.2159347534179688e-05,249106792448
iv,1.2874603271484375e-05,249106792448
iv,1.3113021850585938e-05,249106792448
iv,1.3589859008789062e-05,249106792448
iv,1.3828277587890625e-05,249106792448
iv,1.4066696166992188e-05,249106792448
iv,1.4066696166992188e-05,249106792448
iv,1.5020370483398438e-05,249106792448
iv,1.4781951904296875e-05,249106792448
iv,1.5735626220703125e-05,249106792448
iv,1.5735626220703125e-05,249106792448
iv,1.621246337890625e-05,249106792448
iv,1.621246337890625e-05,249106792448
iv,1.621246337890625e-05,249106792448
iv,1.6689300537109375e-05,249106792448
iv,1.6927719116210938e-05,249106792448
iv,1.7404556274414062e-05,249106792448
iv,1.7642974853515625e-05,249106792448
iv,1.7881393432617188e-05,249106792448
iv,2.0742416381835938e-05,249106792448
iv,2.1219253540039062e-05,249106792448
iv,2.2172927856445312e-05,249106792448
iv,2.288818359375e-05,249106792448
iv,2.3603439331054688e-05,249106792448
iv,2.288818359375e-05,249106792448
iv,2.3365020751953125e-05,249106792448
iv,2.3603439331054688e-05,249106792448
iv,2.4557113647460938e-05,249106792448
iv,2.4080276489257812e-05,249106792448
iv,2.4557113647460938e-05,249106792448
iv,2.5033950805664062e-05,249106792448
iv,2.5033950805664062e-05,249106792448
iv,2.574920654296875e-05,249106792448
iv,2.6226043701171875e-05,249106792448
iv,2.6226043701171875e-05,249106792448
iv,2.7179718017578125e-05,249106792448
iv,2.6941299438476562e-05,249106792448
iv,2.7179718017578125e-05,249106792448
iv,2.7179718017578125e-05,249106792448
iv,2.7894973754882812e-05,249106792448
iv,3.075599670410156e-05,249106792448
iv,2.8848648071289062e-05,249106792448
iv,2.9325485229492188e-05,249106792448
iv,2.9325485229492188e-05,249106792448
iv,3.0517578125e-05,249106792448
iv,3.0279159545898438e-05,249106792448
iv,3.0517578125e-05,249106792448
iv,3.0279159545898438e-05,249106792448
iv,3.0517578125e-05,249106792448
iv,3.0994415283203125e-05,249106792448
iv,3.170967102050781e-05,249106792448
iv,3.2901763916015625e-05,249106792448
iv,3.24249267578125e-05,249106792448
iv,3.2901763916015625e-05,249106792448
iv,3.266334533691406e-05,249106792448
iv,3.409385681152344e-05,249106792448
iv,3.361701965332031e-05,249106792448
iv,0.0003542900085449219,249107308544
iv,4.363059997558594e-05,249107308544
iv,4.57763671875e-05,249107308544
iv,3.9577484130859375e-05,249107308544
iv,4.363059997558594e-05,249107308544
iv,4.2438507080078125e-05,249107308544
iv,4.482269287109375e-05,249107308544
iv,4.315376281738281e-05,249107308544
iv,4.363059997558594e-05,249107308544
iv,4.57763671875e-05,249107308544
iv,4.57763671875e-05,249107308544
iv,4.57763671875e-05,249107308544
iv,4.506111145019531e-05,249107308544
iv,4.57763671875e-05,249107308544
iv,4.673004150390625e-05,249107308544
iv,4.696846008300781e-05,249107308544
iv,4.7206878662109375e-05,249107308544
iv,4.696846008300781e-05,249107308544
iv,4.935264587402344e-05,249107308544
iv,4.7206878662109375e-05,249107308544
iv,4.9591064453125e-05,249107308544
iv,4.9114227294921875e-05,249107308544
iv,4.935264587402344e-05,249107308544
iv,4.8160552978515625e-05,249107308544
iv,4.863739013671875e-05,249107308544
iv,4.982948303222656e-05,249107308544
iv,5.245208740234375e-05,249107308544
iv,5.030632019042969e-05,249107308544
iv,5.245208740234375e-05,249107308544
iv,5.1975250244140625e-05,249107308544
iv,5.14984130859375e-05,249107308544
iv,5.221366882324219e-05,249107308544
iv,5.173683166503906e-05,249107308544
iv,5.1021575927734375e-05,249107308544
iv,0.0006515979766845703,249107824640
iv,6.794929504394531e-05,249107824640
ie,6.842613220214844e-05,249107824640
ie,8.20159912109375e-05,249107824640
ie,3.910064697265625e-05,249107824640
ie,1.7881393432617188e-05,249107824640
ie,8.654594421386719e-05,249107824640
ie,2.7418136596679688e-05,249107824640
ie,4.76837158203125e-05,249107824640
ie,1.6450881958007812e-05,249107824640
ie,7.867813110351562e-06,249107824640
ie,4.863739013671875e-05,249107824640
ie,5.6743621826171875e-05,249107824640
ie,3.1948089599609375e-05,249107824640
ie,2.6702880859375e-05,249107824640
ie,1.3113021850585938e-05,249107824640
ie,3.886222839355469e-05,249107824640
ie,1.9550323486328125e-05,249107824640
ie,9.5367431640625e-06,249107824640
ie,5.4836273193359375e-06,249107824640
ie,1.6689300537109375e-05,249107824640
ie,2.8133392333984375e-05,249107824640
ie,1.6450881958007812e-05,249107824640
ie,1.6450881958007812e-05,249107824640
ie,4.00543212890625e-05,249107824640
ie,2.09808349609375e-05,249107824640
ie,3.814697265625e-05,249107824640
ie,1.4066696166992188e-05,249107824640
ie,2.8848648071289062e-05,249107824640
ie,3.409385681152344e-05,249107824640
ie,1.7881393432617188e-05,249107824640
ie,1.7881393432617188e-05,249107824640
ie,1.5020370483398438e-05,249107824640
ie,1.3589859008789062e-05,249107824640
ie,1.6927719116210938e-05,249107824640
ie,2.86102294921875e-05,249107824640
ie,1.6689300537109375e-05,249107824640
ie,1.52587890625e-05,249107824640
ie,8.106231689453125e-06,249107824640
ie,8.344650268554688e-06,249107824640
ie,9.059906005859375e-06,249107824640
ie,8.106231689453125e-06,249107824640
ie,1.1444091796875e-05,249107824640
ie,1.239776611328125e-05,249107824640
ie,3.552436828613281e-05,249107824640
ie,4.291534423828125e-05,249107824640
ie,2.4318695068359375e-05,249107824640
ie,1.4781951904296875e-05,249107824640
ie,1.239776611328125e-05,249107824640
ie,1.0967254638671875e-05,249107824640
ie,9.298324584960938e-06,249107824640
ie,7.152557373046875e-06,249107824640
ie,1.1444091796875e-05,249107824640
ie,2.384185791015625e-05,249107824640
ie,1.2636184692382812e-05,249107824640
ie,8.344650268554688e-06,249107824640
ie,1.5020370483398438e-05,249107824640
ie,1.7404556274414062e-05,249107824640
ie,1.621246337890625e-05,249107824640
ie,1.2874603271484375e-05,249107824640
ie,2.574920654296875e-05,249107824640
ie,2.5272369384765625e-05,249107824640
ie,5.7220458984375e-05,249107824640
ie,0.000102996826171875,249107824640
ie,9.512901306152344e-05,249107824640
ie,8.678436279296875e-05,249107824640
ie,5.602836608886719e-05,249107824640
ie,8.177757263183594e-05,249107824640
ie,1.0013580322265625e-05,249107824640
ie,2.0503997802734375e-05,249107824640
ie,1.3589859008789062e-05,249107824640
ie,1.5735626220703125e-05,249107824640
ie,8.344650268554688e-06,249107824640
ie,7.128715515136719e-05,249107824640
ie,1.5735626220703125e-05,249107824640
ie,1.4543533325195312e-05,249107824640
ie,1.430511474609375e-05,249107824640
ie,1.3828277587890625e-05,249107824640
ie,3.123283386230469e-05,249107824640
ie,4.649162292480469e-05,249107824640
ie,3.266334533691406e-05,249107824640
ie,5.5789947509765625e-05,249107824640
ie,5.340576171875e-05,249107824640
ie,3.337860107421875e-05,249107824640
ie,4.1484832763671875e-05,249107824640
ie,3.981590270996094e-05,249107824640
ie,6.318092346191406e-05,249107824640
ie,9.083747863769531e-05,249107824640
ie,9.584426879882812e-05,249107824640
ie,5.9604644775390625e-05,249107824640
ie,5.698204040527344e-05,249107824640
ie,4.38690185546875e-05,249107824640
ie,0.00014853477478027344,249107824640
ie,0.00011587142944335938,249107824640
ie,0.00010013580322265625,249107824640
ie,0.00019025802612304688,249107824640
ie,0.0001125335693359375,249107824640
ie,5.435943603515625e-05,249107824640
ie,4.7206878662109375e-05,249107824640
ie,7.2479248046875e-05,249107824640
ie,5.936622619628906e-05,249107824640
ie,2.956390380859375e-05,249107824640
ie,6.008148193359375e-05,249107824640
ie,4.3392181396484375e-05,249107824640
ie,7.200241088867188e-05,249107824640
ie,5.9604644775390625e-05,249107824640
ie,0.0012993812561035156,249109372928
ie,8.654594421386719e-05,249109372928
ie,5.9604644775390625e-05,249109372928
ie,5.316734313964844e-05,249109372928
ie,0.0002651214599609375,249109372928
ie,9.703636169433594e-05,249109372928
ie,0.00013065338134765625,249109372928
ie,7.390975952148438e-05,249109372928
ie,9.560585021972656e-05,249109372928
ie,5.4836273193359375e-05,249109372928
ie,9.751319885253906e-05,249109372928
ie,8.416175842285156e-05,249109372928
ie,0.00012159347534179688,249109372928
ie,8.96453857421875e-05,249109372928
ie,7.176399230957031e-05,249109372928
ie,6.532669067382812e-05,249109372928
ie,5.459785461425781e-05,249109372928
ie,0.0001232624053955078,249109372928
ie,0.00010323524475097656,249109372928
ie,0.00010156631469726562,249109372928
ie,6.246566772460938e-05,249109372928
ie,4.00543212890625e-05,249109372928
ie,7.82012939453125e-05,249109372928
ie,7.200241088867188e-05,249109372928
ie,4.124641418457031e-05,249109372928
ie,4.291534423828125e-05,249109372928
ie,5.221366882324219e-05,249109372928
ie,5.078315734863281e-05,249109372928
