step,size,zdd,time
0,IS,0.002002716064453125,2022benchmark-main/benchmark/color04/queen5_5.col,2022benchmark-main/benchmark/color04/queen5_5_02.dat
1,1,4,0.052
2,2,8,0.034
3,4,14,0.058
4,8,22,0.077
5,3,11,0.084
6,6,16,0.064
7,0,0,0.059
8
9,Perfect!
