rsol,549755813887,7735264
r,5,74,0.163
r,10,120,0.358
r,12,151,0.527
r,13,163,0.626
r,14,177,0.709
r,12,168,0.79
r,8,121,0.733
r,5,82,0.474
r,4,63,0.295
r,4,57,0.212
r,4,61,0.187
r,4,63,0.218
r,5,75,0.241
r,7,89,0.296
r,10,122,0.343
r,18,192,0.558
r,30,261,0.969
r,38,297,1.321
r,37,284,1.564
r,28,232,1.316
r,16,156,1.014
r,7,79,0.614
r,3,55,0.385
r,2,40,0.185
r,2,39,0.152
r,2,44,0.147
r,3,49,0.167
r,4,66,0.196
r,5,79,0.309
r,8,112,0.371
r,11,152,0.571
r,13,182,0.82
r,13,185,0.995
r,10,156,1.334
r,6,98,1.772
r,3,60,0.469
r,2,38,0.254
r,2,35,0.19
r,2,40,0.131
r,2,45,0.152
r,3,49,0.174
r,4,57,0.194
r,6,82,0.241
r,12,135,0.377
r,21,211,0.605
r,36,310,0.958
r,60,450,1.532
r,84,605,2.408
r,94,718,3.349
r,85,705,3.805
r,62,559,3.603
r,38,397,2.734
r,22,267,1.887
r,15,212,10.783
r,14,194,0.964
r,17,234,0.831
r,22,302,0.987
r,29,380,1.293
r,37,444,1.712
r,40,473,2.139
r,37,460,2.782
r,29,396,6.605
r,19,285,1.892
r,12,205,1.311
r,7,129,0.954
r,4,74,0.615
r,2,45,0.32
r,1,26,0.182
r,1,26,0.094
r,1,26,0.09
r,1,26,0.092
r,1,26,0.092
r,2,39,0.084
r,2,39,0.17
r,4,59,0.163
r,8,85,0.246
r,12,119,0.354
r,18,190,0.551
r,25,253,1.008
r,30,289,1.498
r,32,303,1.762
r,30,295,1.847
r,23,238,1.706
r,15,183,149.086
r,9,128,1.103
r,6,95,0.652
r,6,103,0.466
r,7,107,0.617
r,9,141,0.581
r,12,164,0.772
r,14,186,0.975
r,14,184,1.066
r,13,180,1.061
r,11,166,1.039
r,9,149,0.894
r,8,145,0.812
r,6,110,0.737
r,4,75,0.548
r,2,46,1.501
r,1,26,0.198
r,1,26,0.105
r,1,26,0.098
r,1,26,0.096
r,1,26,0.097
r,2,40,0.088
r,2,40,0.18
r,4,61,0.17
r,8,97,0.273
r,13,168,0.413
r,23,300,0.769
r,40,470,1.454
r,66,740,2.499
r,110,1116,4.09
r,174,1567,6.425
r,241,2017,9.503
r,285,2313,12.558
r,285,2300,14.816
r,239,2006,14.3
r,170,1546,12.19
r,110,1117,8.996
r,75,877,15.584
r,66,837,5.08
r,73,923,4.951
r,86,1078,5.435
r,103,1258,6.709
r,121,1446,7.79
r,133,1560,9.04
r,135,1558,44.511
r,125,1466,28.346
r,102,1236,9.252
r,74,917,40.822
r,49,658,5.059
r,29,420,7.995
r,17,241,2.071
r,11,159,1.203
r,9,131,0.793
r,10,149,0.678
r,12,175,0.813
r,16,212,0.976
r,26,281,1.237
r,44,418,1.7
r,69,604,2.481
r,102,839,3.419
r,131,1042,4.733
r,143,1161,5.672
r,137,1180,6.04
r,116,1059,5.982
r,89,858,5.409
r,67,675,4.38
r,52,551,3.553
r,41,458,3.003
r,35,445,2.432
r,34,452,2.251
r,39,498,2.422
r,48,587,2.52
r,54,611,21.37
r,55,606,3.245
r,50,562,2.9
r,39,468,2.585
r,27,342,2.2
r,18,251,1.54
r,12,182,1.13
r,9,148,3.11
r,8,143,1.237
r,6,108,0.649
r,4,74,0.463
r,2,46,0.292
r,1,26,0.166
r,1,26,0.086
r,1,26,0.085
r,1,26,0.092
r,1,26,0.087
r,2,39,0.079
r,2,39,0.166
r,4,61,0.157
r,8,95,0.26
r,13,165,0.387
r,23,287,0.697
r,39,404,1.284
r,59,527,2.025
r,85,644,2.795
r,116,754,3.571
r,143,857,4.296
r,157,954,4.968
r,151,974,5.54
r,125,910,5.502
r,90,753,4.875
r,61,606,3.858
r,45,502,2.919
r,43,530,2.404
r,49,583,2.459
r,56,627,4.969
r,64,674,3.102
r,71,717,3.202
r,74,703,3.403
r,73,705,3.54
r,66,680,3.632
r,53,606,3.458
r,38,478,2.981
r,25,372,2.323
r,15,257,1.65
r,9,152,1.062
r,6,105,1.675
r,5,92,0.422
r,6,95,0.355
r,7,105,0.401
r,10,143,0.432
r,17,186,0.612
r,28,245,0.898
r,43,331,1.299
r,61,448,1.752
r,74,532,2.365
r,77,580,2.748
r,72,609,2.892
r,62,587,3.01
r,52,536,2.886
r,45,478,2.669
r,39,430,2.434
r,32,371,2.19
r,26,340,1.853
r,23,313,1.607
r,25,316,1.418
r,29,359,1.521
r,31,353,1.587
r,31,368,1.593
r,28,356,1.618
r,23,309,1.594
r,18,261,1.401
r,14,219,1.228
r,11,176,1.056
r,9,157,0.864
r,8,154,0.78
r,6,117,0.724
r,4,80,0.532
r,2,48,0.345
r,1,26,0.193
r,1,26,0.103
r,1,26,0.098
r,1,26,0.1
r,1,26,0.099
r,2,41,0.088
r,2,41,0.204
r,4,65,0.181
r,8,104,0.29
r,13,178,0.435
r,23,314,0.798
r,40,483,1.465
r,66,764,2.487
r,110,1205,4.064
r,174,1788,6.739
r,241,2394,10.213
r,285,2770,13.867
r,285,2719,16.342
r,239,2323,25.344
r,170,1761,13.788
r,110,1265,10.231
r,75,986,7.094
r,66,957,5.472
r,73,1049,5.396
r,86,1210,5.836
r,103,1427,6.877
r,121,1666,8.259
r,133,1822,10.252
r,135,1819,10.65
r,125,1665,10.971
r,102,1391,10.409
r,74,1033,12.577
r,49,729,6.01
r,29,460,4.143
r,17,265,2.55
r,11,182,1.462
r,9,147,0.987
r,10,168,0.8
r,12,193,0.923
r,16,248,1.085
r,26,341,1.392
r,44,504,1.892
r,69,727,2.716
r,102,1019,3.829
r,131,1285,5.342
r,143,1434,6.489
r,137,1425,7.127
r,116,1244,7.054
r,89,987,6.243
r,67,760,4.929
r,52,608,3.868
r,41,508,3.193
r,35,496,2.634
r,34,509,2.473
r,39,569,2.517
r,48,669,2.788
r,54,719,3.311
r,55,720,3.523
r,50,644,3.555
r,39,520,3.139
r,27,372,2.435
r,18,265,1.803
r,12,187,1.283
r,9,151,0.922
r,8,146,0.787
r,6,112,0.715
r,4,76,0.537
r,2,47,0.344
r,1,26,0.192
r,1,26,0.103
r,1,26,0.099
r,1,26,0.104
r,1,26,0.097
r,2,41,0.087
r,2,41,0.191
r,4,61,0.174
r,8,95,0.278
r,13,166,0.42
r,23,289,0.759
r,39,393,1.396
r,58,500,2.072
r,78,598,2.823
r,91,651,3.373
r,86,635,3.54
r,65,531,77.277
r,41,390,2.934
r,24,275,1.776
r,17,232,1.186
r,17,234,0.993
r,20,284,1.058
r,26,359,1.386
r,33,434,1.77
r,37,465,2.09
r,39,456,2.184
r,38,424,2.089
r,32,375,1.982
r,25,299,1.6
r,18,248,1.331
r,11,169,1.084
r,6,100,0.721
r,3,60,0.393
r,2,35,2.424
r,2,39,0.158
r,2,37,0.15
r,2,34,0.139
r,3,53,0.141
r,4,62,0.221
r,6,76,0.275
r,12,108,0.371
r,20,160,0.524
r,29,236,0.812
r,37,298,1.196
r,37,313,1.535
r,28,264,1.498
r,17,187,1.143
r,9,115,0.73
r,5,74,0.414
r,4,61,0.267
r,4,54,0.208
r,5,69,0.213
r,7,100,0.309
r,9,131,0.414
r,12,142,0.535
r,14,151,0.643
iv,5.245208740234375e-06,249102258176
iv,5.0067901611328125e-06,249102258176
iv,3.814697265625e-06,249102258176
iv,3.814697265625e-06,249102258176
iv,4.0531158447265625e-06,249102258176
iv,5.0067901611328125e-06,249102258176
iv,5.0067901611328125e-06,249102258176
iv,5.245208740234375e-06,249102258176
iv,5.4836273193359375e-06,249102258176
iv,5.7220458984375e-06,249102258176
iv,5.7220458984375e-06,249102258176
iv,6.9141387939453125e-06,249102258176
iv,7.62939453125e-06,249102258176
iv,7.62939453125e-06,249102258176
iv,1.430511474609375e-05,249102258176
iv,8.58306884765625e-06,249102258176
iv,8.106231689453125e-06,249102258176
iv,8.344650268554688e-06,249102258176
iv,9.059906005859375e-06,249102258176
iv,9.059906005859375e-06,249102258176
iv,9.298324584960938e-06,249102258176
iv,1.0967254638671875e-05,249102258176
iv,1.1205673217773438e-05,249102258176
iv,1.1682510375976562e-05,249102258176
iv,1.1444091796875e-05,249102258176
iv,1.1920928955078125e-05,249102258176
iv,1.2159347534179688e-05,249102258176
iv,1.2636184692382812e-05,249102258176
iv,1.2874603271484375e-05,249102258176
iv,1.33514404296875e-05,249102258176
iv,1.3589859008789062e-05,249102258176
iv,1.4066696166992188e-05,249102258176
iv,1.4066696166992188e-05,249102258176
iv,1.4543533325195312e-05,249102258176
iv,1.430511474609375e-05,249102258176
iv,3.218650817871094e-05,249102258176
iv,1.621246337890625e-05,249102258176
iv,1.6450881958007812e-05,249102258176
iv,1.6927719116210938e-05,249102258176
iv,1.71661376953125e-05,249102258176
iv,1.6927719116210938e-05,249102258176
iv,1.7881393432617188e-05,249102258176
iv,1.7404556274414062e-05,249102258176
iv,2.0503997802734375e-05,249102258176
iv,2.1219253540039062e-05,249102258176
iv,2.193450927734375e-05,249102258176
iv,2.2411346435546875e-05,249102258176
iv,2.2649765014648438e-05,249102258176
iv,2.288818359375e-05,249102258176
iv,2.288818359375e-05,249102258176
iv,2.384185791015625e-05,249102258176
iv,2.956390380859375e-05,249102258176
iv,2.4557113647460938e-05,249102258176
iv,2.4557113647460938e-05,249102258176
iv,3.552436828613281e-05,249102258176
iv,2.384185791015625e-05,249102258176
iv,2.4080276489257812e-05,249102258176
iv,2.5033950805664062e-05,249102258176
iv,2.5033950805664062e-05,249102258176
iv,2.5033950805664062e-05,249102258176
iv,2.5033950805664062e-05,249102258176
iv,2.574920654296875e-05,249102258176
iv,2.5510787963867188e-05,249102258176
iv,2.5987625122070312e-05,249102258176
ie,4.673004150390625e-05,249102258176
ie,2.2411346435546875e-05,249102258176
ie,1.9550323486328125e-05,249102258176
ie,3.409385681152344e-05,249102258176
ie,1.239776611328125e-05,249102258176
ie,1.4066696166992188e-05,249102258176
ie,6.198883056640625e-06,249102258176
ie,3.62396240234375e-05,249102258176
ie,1.5020370483398438e-05,249102258176
ie,1.5974044799804688e-05,249102258176
ie,2.47955322265625e-05,249102258176
ie,5.125999450683594e-05,249102258176
ie,4.601478576660156e-05,249102258176
ie,5.412101745605469e-05,249102258176
ie,3.695487976074219e-05,249102258176
ie,2.5272369384765625e-05,249102258176
ie,7.033348083496094e-05,249102258176
ie,3.552436828613281e-05,249102258176
ie,0.00041484832763671875,249102774272
ie,0.0001201629638671875,249102774272
ie,0.00012111663818359375,249102774272
ie,0.00014066696166992188,249102774272
ie,8.20159912109375e-05,249102774272
ie,0.00011706352233886719,249102774272
ie,7.62939453125e-05,249102774272
ie,5.53131103515625e-05,249102774272
ie,0.00010132789611816406,249102774272
ie,0.0001220703125,249102774272
ie,8.702278137207031e-05,249102774272
ie,5.6743621826171875e-05,249102774272
ie,0.00014853477478027344,249102774272
ie,2.8848648071289062e-05,249102774272
ie,2.7894973754882812e-05,249102774272
ie,3.647804260253906e-05,249102774272
ie,0.0003287792205810547,249102774272
ie,0.0009050369262695312,249103290368
ie,0.0003936290740966797,249103290368
ie,0.0002796649932861328,249103290368
ie,0.0008151531219482422,249103290368
ie,0.0002148151397705078,249103290368
ie,1.3113021850585938e-05,249103290368
ie,0.00012922286987304688,249103290368
ie,0.0004994869232177734,249103290368
ie,0.00013899803161621094,249103290368
ie,0.0004131793975830078,249103806464
ie,0.00047850608825683594,249103806464
ie,0.00021886825561523438,249103806464
ie,0.002561807632446289,249104838656
ie,0.0013349056243896484,249104838656
ie,0.0014979839324951172,249104838656
ie,0.00031685829162597656,249104838656
