rsol,549755813887,198605518
r,6,108,0.414
r,15,201,1.205
r,22,267,1.505
r,25,281,1.861
r,27,272,1.895
r,26,287,1.708
r,20,272,1.686
r,13,202,1.387
r,9,164,0.914
r,8,167,0.788
r,8,156,0.774
r,8,143,0.759
r,9,176,0.783
r,12,242,0.947
r,17,317,1.312
r,28,400,1.632
r,48,506,2.247
r,68,652,9.845
r,75,750,4.236
r,65,735,7.146
r,44,562,4.069
r,23,353,2.584
r,10,203,1.4
r,5,120,0.98
r,4,80,0.409
r,4,86,0.342
r,5,116,0.367
r,7,130,0.507
r,9,130,0.587
r,13,144,0.634
r,19,172,0.903
r,24,211,1.148
r,26,249,1.385
r,23,260,1.468
r,16,209,1.318
r,9,143,0.94
r,5,106,0.566
r,4,94,0.365
r,4,83,0.303
r,4,85,0.295
r,5,116,0.297
r,7,153,0.387
r,10,202,0.603
r,18,245,0.894
r,33,353,1.308
r,57,549,2.091
r,96,819,3.37
r,144,1130,6.526
r,178,1374,7.562
r,179,1463,9.167
r,147,1374,9.41
r,100,1104,45.302
r,60,782,6.578
r,37,526,4.146
r,29,397,2.695
r,31,389,2.257
r,39,441,2.372
r,51,525,2.793
r,66,588,3.511
r,77,623,3.98
r,77,634,4.025
r,66,595,3.82
r,48,486,3.324
r,31,369,2.567
r,19,266,1.845
r,11,181,1.184
r,6,108,0.748
r,3,68,0.425
r,2,59,0.231
r,2,55,0.178
r,2,50,0.173
r,2,58,0.17
r,3,81,0.189
r,4,111,0.293
r,6,134,0.42
r,12,180,0.608
r,20,271,1.014
r,30,405,1.629
r,43,535,2.588
r,55,671,3.487
r,62,743,4.499
r,62,763,4.747
r,53,728,25.385
r,38,604,5.547
r,24,430,3.242
r,15,296,2.06
r,12,246,1.392
r,13,234,1.263
r,16,255,1.28
r,21,306,1.477
r,26,351,1.858
r,28,362,2.069
r,27,353,2.087
r,24,321,2.026
r,20,265,1.787
r,17,228,1.46
r,14,202,1.214
r,10,168,0.971
r,6,112,0.741
r,3,69,0.457
r,2,59,0.246
r,2,55,0.187
r,2,51,0.182
r,2,58,0.178
r,3,81,0.188
r,4,111,0.293
r,6,135,0.421
r,12,174,0.591
r,21,275,0.902
r,36,470,1.389
r,63,786,2.457
r,106,1211,4.425
r,175,1731,7.599
r,276,2362,12.609
r,383,3031,18.444
r,445,3521,23.57
r,427,3614,27.875
r,340,3255,27.774
r,231,2633,24.212
r,147,2018,18.784
r,104,1474,14.141
r,96,1218,9.905
r,110,1300,8.678
r,133,1530,9.327
r,159,1687,206.473
r,185,1766,12.825
r,202,1815,13.543
r,201,1839,14.866
r,181,1770,13.497
r,145,1571,12.763
r,103,1276,11.085
r,66,951,9.02
r,38,638,5.745
r,22,418,3.601
r,15,311,2.36
r,13,258,1.611
r,14,266,1.399
r,17,341,1.495
r,23,465,1.874
r,36,617,2.615
r,62,851,3.77
r,101,1199,5.621
r,151,1690,655.537
r,197,2164,13.236
r,217,2438,15.858
r,202,2403,17.563
r,161,2089,17.007
r,115,1689,14.217
r,81,1285,11.024
r,61,1011,8.358
r,49,840,6.245
r,44,800,5.194
r,46,792,4.84
r,55,848,4.84
r,69,939,5.518
r,80,1036,6.461
r,81,1080,6.878
r,70,1004,6.87
r,51,780,6.352
r,32,529,4.549
r,19,339,2.953
r,12,199,1.87
r,9,148,1.152
r,8,129,0.816
r,6,108,0.634
r,4,81,0.51
r,2,50,0.336
r,1,32,0.178
r,1,32,0.106
r,1,32,0.129
r,1,32,0.12
r,1,32,0.105
r,2,57,0.121
r,2,62,0.239
r,4,84,0.27
r,8,118,0.433
r,13,197,0.662
r,23,342,1.092
r,39,514,1.882
r,59,705,2.951
r,85,951,4.321
r,116,1225,6.023
r,143,1490,7.835
r,157,1662,9.737
r,151,1638,10.956
r,125,1446,10.679
r,90,1122,9.298
r,61,876,7.228
r,45,664,5.505
r,43,625,4.057
r,49,632,3.974
r,56,679,4.078
r,64,717,4.479
r,71,756,4.916
r,74,753,5.061
r,73,744,5.004
r,66,701,4.775
r,53,621,5.578
r,38,494,3.825
r,25,384,3.129
r,15,276,1.996
r,9,190,1.335
r,6,138,0.855
r,5,131,0.599
r,6,133,0.548
r,7,174,0.636
r,10,223,0.831
r,17,296,1.12
r,28,418,1.635
r,43,591,2.523
r,61,765,3.859
r,74,952,5.093
r,77,1004,6.414
r,72,973,6.771
r,62,891,6.52
r,52,779,5.834
r,45,687,5.06
r,39,648,4.326
r,32,589,3.974
r,26,525,3.508
r,23,432,2.999
r,25,423,2.536
r,29,430,2.689
r,31,448,2.815
r,31,460,2.869
r,28,437,2.9
r,23,378,2.657
r,18,309,2.478
r,14,251,1.747
r,11,192,1.344
r,9,164,1.044
r,8,143,0.864
r,6,120,0.72
r,4,88,0.551
r,2,52,0.359
r,1,32,0.188
r,1,32,0.105
r,1,32,0.121
r,1,32,0.116
r,1,32,0.115
r,2,59,0.125
r,2,63,0.248
r,4,87,0.275
r,8,123,0.445
r,13,202,0.669
r,23,365,1.087
r,40,601,1.978
r,66,940,3.469
r,112,1441,5.823
r,192,2224,11.948
r,323,3363,15.986
r,529,4891,25.144
r,813,6805,41.705
r,1119,8849,55.512
r,1342,10563,73.677
r,1386,11387,87.598
r,1227,10886,93.607
r,940,9260,88.883
r,649,7206,73.025
r,448,5491,56.473
r,363,4456,41.419
r,369,4252,33.962
r,427,4576,33.683
r,511,5152,36.545
r,599,5633,41.772
r,662,5908,46.062
r,676,5910,58.682
r,631,5646,48.147
r,533,5107,44.898
r,405,4240,39.317
r,279,3254,31.228
r,177,2393,22.667
r,108,1699,15.135
r,72,1241,10.065
r,60,1088,7.131
r,68,1182,6.146
r,92,1501,9.308
r,131,2036,10.419
r,194,2728,13.14
r,283,3545,18.658
r,393,4463,25.538
r,519,5398,33.862
r,642,6388,42.003
r,723,7165,50.288
r,737,7411,55.998
r,682,7136,57.876
r,575,6409,54.932
r,453,5451,48.129
r,348,4447,40.087
r,273,3712,31.951
r,230,3312,26.231
r,216,3165,23.176
r,227,3165,22.856
r,256,3347,22.326
r,285,3493,23.79
r,297,3540,25.015
r,284,3411,25.32
r,244,2999,28.38
r,189,2388,20.829
r,138,1768,15.976
r,100,1268,11.439
r,74,929,8.021
r,56,726,5.725
r,41,559,4.154
r,27,420,2.982
r,17,307,2.138
r,11,224,1.512
r,9,180,1.09
r,10,200,0.855
r,12,255,0.989
r,16,319,1.232
r,26,413,1.668
r,45,607,2.405
r,77,922,3.701
r,135,1450,5.924
r,224,2196,9.467
r,344,3156,14.86
r,487,4207,21.968
r,618,5122,30.142
r,692,5724,37.645
r,688,5885,42.422
r,615,5557,43.251
r,506,4952,39.805
r,403,4276,34.545
r,328,3657,29.693
r,283,3259,64.181
r,266,3044,22.602
r,273,3033,21.373
r,296,3021,21.765
r,325,3088,21.534
r,342,3039,22.417
r,336,2881,351.012
r,311,2683,24.256
r,270,2426,19.649
r,220,2071,16.79
r,171,1709,13.774
r,126,1375,10.824
r,88,1083,8.201
r,60,805,6.248
r,42,631,4.551
r,32,532,3.25
r,29,510,2.7
r,32,568,2.613
r,45,714,3.496
r,73,943,3.994
r,116,1328,5.905
r,175,1808,8.858
r,238,2323,12.467
r,282,2750,16.153
r,293,2903,339.065
r,271,2783,21.19
r,224,2529,19.119
r,171,2083,18.945
r,129,1674,14.177
r,102,1411,11.407
r,90,1258,9.08
r,90,1228,8.2
r,97,1296,7.99
r,107,1352,14.202
r,115,1363,9.039
r,116,1292,8.97
r,109,1231,8.418
r,92,1085,7.785
r,69,866,6.589
r,49,650,5.32
r,34,486,3.97
r,24,362,2.88
r,18,278,12.794
r,14,225,1.657
r,11,174,1.283
r,9,150,1
r,8,131,0.798
r,6,110,0.641
r,4,82,0.514
r,2,50,0.351
r,1,32,0.177
r,1,32,0.112
r,1,32,0.141
r,1,32,0.122
r,1,32,0.115
r,2,57,0.126
r,2,62,0.259
r,4,84,0.288
r,8,118,0.471
r,13,197,0.695
r,23,359,1.107
r,40,587,1.943
r,66,902,3.38
r,111,1323,5.608
r,183,1864,8.85
r,282,2534,13.37
r,407,3307,19.106
r,549,4155,25.662
r,679,5031,37.557
r,756,5760,39.573
r,748,6064,43.901
r,651,5731,49.559
r,503,4943,41.447
r,361,3974,34.864
r,267,3179,28.108
r,233,2687,22.811
r,245,2591,19.72
r,280,2706,19.709
